Time,Demand
"('0.0',)",2912.66063184
"('1.0',)",2936.01232361
"('2.0',)",3074.67821678
"('3.0',)",3145.44293338
"('4.0',)",3544.53318516
"('5.0',)",3691.93525219
"('6.0',)",3717.89857319
"('7.0',)",3450.24156359
"('8.0',)",3570.10307861
"('9.0',)",3344.66431839
"('10.0',)",3068.26818377
"('11.0',)",2560.25551932
"('12.0',)",2327.15630544
"('13.0',)",2287.14118492
"('14.0',)",2030.65791249
"('15.0',)",1904.87178227
"('16.0',)",1898.27180416
"('17.0',)",1920.6288075
"('18.0',)",1984.85615837
"('19.0',)",2164.34995266
"('20.0',)",2640.49583192
"('21.0',)",2874.89579614
"('22.0',)",3051.65057842
"('23.0',)",3218.37788472
