Time,Demand
"('0.0',)",2544.00023897
"('1.0',)",2783.72130179
"('2.0',)",2899.39934791
"('3.0',)",2942.18908577
"('4.0',)",2922.34974655
"('5.0',)",2833.0775251
"('6.0',)",2944.16646288
"('7.0',)",2975.56656824
"('8.0',)",3157.13228889
"('9.0',)",3460.73447637
"('10.0',)",3682.80069559
"('11.0',)",3855.76802056
"('12.0',)",3976.98974144
"('13.0',)",3911.65203772
"('14.0',)",3853.62773077
"('15.0',)",3685.86472888
"('16.0',)",3491.84972671
"('17.0',)",3276.90313109
"('18.0',)",3060.55791942
"('19.0',)",2920.75206314
"('20.0',)",2741.59696099
"('21.0',)",2554.6698452
"('22.0',)",2447.50117062
"('23.0',)",2452.57892546
