Time,Demand
"('0.0',)",2558.72440147
"('1.0',)",2707.0
"('2.0',)",2832.25896038
"('3.0',)",2866.29433721
"('4.0',)",2848.74295497
"('5.0',)",2897.58127995
"('6.0',)",2866.71731771
"('7.0',)",2975.56656824
"('8.0',)",3157.13228889
"('9.0',)",3383.27371116
"('10.0',)",3688.02891614
"('11.0',)",3869.31736172
"('12.0',)",3976.9024466
"('13.0',)",3975.41000375
"('14.0',)",3834.25633098
"('15.0',)",3761.42162272
"('16.0',)",3491.84972671
"('17.0',)",3276.90313109
"('18.0',)",3136.30189146
"('19.0',)",2856.86444418
"('20.0',)",2754.88544743
"('21.0',)",2611.61661116
"('22.0',)",2447.50117062
"('23.0',)",2433.20752567
