Time,Demand
"('0.0',)",3778.17755679
"('1.0',)",3816.57554413
"('2.0',)",4117.18207344
"('3.0',)",4322.02830311
"('4.0',)",4585.43143688
"('5.0',)",4802.02210261
"('6.0',)",5217.415518
"('7.0',)",5616.57705684
"('8.0',)",6097.36285859
"('9.0',)",6206.84144987
"('10.0',)",6256.81891242
"('11.0',)",5973.06673837
"('12.0',)",5801.0255594
"('13.0',)",5411.94684207
"('14.0',)",5132.46548147
"('15.0',)",4645.73839265
"('16.0',)",4500.76957286
"('17.0',)",4490.34105585
"('18.0',)",4394.28502911
"('19.0',)",4180.04111742
"('20.0',)",3960.42229179
"('21.0',)",3734.04356074
"('22.0',)",3547.22479977
"('23.0',)",3366.52438897
