Time,Demand
"('0.0',)",5213.00767903
"('1.0',)",5740.34363788
"('2.0',)",5799.41299696
"('3.0',)",5743.97883962
"('4.0',)",5718.0547608
"('5.0',)",5562.91548337
"('6.0',)",5844.00669888
"('7.0',)",5691.27340866
"('8.0',)",5790.56475458
"('9.0',)",5979.91015726
"('10.0',)",6143.46326835
"('11.0',)",6210.17616302
"('12.0',)",6563.49811597
"('13.0',)",6723.78667165
"('14.0',)",6908.92967856
"('15.0',)",7036.18574732
"('16.0',)",6761.22999775
"('17.0',)",6466.26625135
"('18.0',)",5870.24821254
"('19.0',)",5383.93931349
"('20.0',)",5022.70662292
"('21.0',)",5031.41438298
"('22.0',)",4834.0
"('23.0',)",4913.532629
