Time,Demand
"('0.0',)",6269.38882038
"('1.0',)",6088.29029487
"('2.0',)",6209.9808999
"('3.0',)",6404.85952095
"('4.0',)",6689.5120673
"('5.0',)",6524.67888263
"('6.0',)",6568.54827902
"('7.0',)",6842.34763763
"('8.0',)",7157.01607403
"('9.0',)",7040.98864295
"('10.0',)",7248.59154038
"('11.0',)",7437.58135838
"('12.0',)",7795.13397828
"('13.0',)",7594.20981216
"('14.0',)",7556.29660714
"('15.0',)",7499.16803864
"('16.0',)",7277.39789934
"('17.0',)",7216.50244247
"('18.0',)",6866.14890935
"('19.0',)",6480.07555238
"('20.0',)",6464.50192474
"('21.0',)",5869.76927957
"('22.0',)",5645.15198138
"('23.0',)",6018.67049178
