Time,Demand
"('0.0',)",5065.70548908
"('1.0',)",5118.77160614
"('2.0',)",5290.6597466
"('3.0',)",5524.31167938
"('4.0',)",5964.97674785
"('5.0',)",6039.04953891
"('6.0',)",6023.7938506
"('7.0',)",5737.33407702
"('8.0',)",6004.03643815
"('9.0',)",5992.15986762
"('10.0',)",6082.60882261
"('11.0',)",5889.48156403
"('12.0',)",5974.71457604
"('13.0',)",6090.71837778
"('14.0',)",6128.56217212
"('15.0',)",6185.54753511
"('16.0',)",6244.80352123
"('17.0',)",6173.31156883
"('18.0',)",6043.31420691
"('19.0',)",5805.01747769
"('20.0',)",5740.33098827
"('21.0',)",5205.58295112
"('22.0',)",5182.18051725
"('23.0',)",5337.40378065
