Time,Demand
"('0.0',)",2450.17109928
"('1.0',)",2395.83374147
"('2.0',)",2494.26264715
"('3.0',)",2594.41195481
"('4.0',)",2655.96600947
"('5.0',)",2683.20707432
"('6.0',)",2838.72782728
"('7.0',)",2941.45561174
"('8.0',)",3132.52159887
"('9.0',)",3320.1110333
"('10.0',)",3617.57450104
"('11.0',)",3899.35438781
"('12.0',)",4082.82651036
"('13.0',)",4182.04073174
"('14.0',)",4168.8902986
"('15.0',)",4057.12034934
"('16.0',)",3859.79136674
"('17.0',)",3518.06893709
"('18.0',)",3276.61768931
"('19.0',)",3025.58630293
"('20.0',)",2849.0848564
"('21.0',)",2638.45652919
"('22.0',)",2559.71838799
"('23.0',)",2435.10799105
