Time,Demand
"('0.0',)",2450.49371329
"('1.0',)",2418.20040836
"('2.0',)",2488.10472957
"('3.0',)",2553.75804106
"('4.0',)",2659.23877574
"('5.0',)",2725.19168824
"('6.0',)",2744.33669837
"('7.0',)",2957.44622427
"('8.0',)",3130.09461886
"('9.0',)",3312.0400559
"('10.0',)",3637.12149189
"('11.0',)",3906.86000831
"('12.0',)",4101.38899816
"('13.0',)",4178.23294232
"('14.0',)",4191.01747406
"('15.0',)",4033.06794743
"('16.0',)",3840.9120022
"('17.0',)",3614.8381938
"('18.0',)",3333.05398904
"('19.0',)",3025.08680995
"('20.0',)",2752.31074604
"('21.0',)",2655.71458918
"('22.0',)",2507.66097006
"('23.0',)",2486.01807527
