Time,Demand
"('0.0',)",5479.4802895
"('1.0',)",6298.7372862
"('2.0',)",6358.74843885
"('3.0',)",6463.47967278
"('4.0',)",6465.51836433
"('5.0',)",6444.21142313
"('6.0',)",6016.35592325
"('7.0',)",5956.6060506
"('8.0',)",6256.47277241
"('9.0',)",6002.87745381
"('10.0',)",5617.67093521
"('11.0',)",5569.53649362
"('12.0',)",5590.16839209
"('13.0',)",5654.94429125
"('14.0',)",6051.75560591
"('15.0',)",6138.13960997
"('16.0',)",6043.15336289
"('17.0',)",5423.35574925
"('18.0',)",5215.77454196
"('19.0',)",5132.70691826
"('20.0',)",5083.50326438
"('21.0',)",5130.98379975
"('22.0',)",5326.89891069
"('23.0',)",5256.00989718
