Time,Demand
"('0.0',)",4332.98101513
"('1.0',)",4321.30183378
"('2.0',)",4202.121902
"('3.0',)",4202.34346566
"('4.0',)",4013.37109229
"('5.0',)",3697.27458877
"('6.0',)",3429.74479335
"('7.0',)",3174.88901864
"('8.0',)",2910.45803447
"('9.0',)",2805.40883734
"('10.0',)",2553.61446512
"('11.0',)",2469.92024325
"('12.0',)",2399.78661902
"('13.0',)",2483.0416877
"('14.0',)",2429.74989524
"('15.0',)",2473.24774682
"('16.0',)",2638.60201829
"('17.0',)",2687.0634302
"('18.0',)",2890.88137333
"('19.0',)",2976.94775055
"('20.0',)",3225.47346747
"('21.0',)",3267.61335038
"('22.0',)",3409.44012115
"('23.0',)",3634.11237185
